;Idx,Name,Stdmode,Shape,MagUpID,ItemType,Weight,Anicount,Source,Reserved,Looks,IconEffect,InLooks,InLooksType,InLooksNum,DropLight,DropLightAni,DropSound,DuraMax,Ac,Ac2,Mac,Mac2,Dc,Dc2,Mc,Mc2,Sc,Sc2,Need,NeedLevel,Price,Stock,Shine,Job,NameColor,Smite,DamAdd,DcRedu,McRedu,IgnDef,DamReb,ExpAdd,DropRate,RareAttr,GodAttr,UserAttr,Desc,Effect,EffParam,TipEffect,TimeLimit
327,裁决之杖,5,25,,,1,0,0,0,186,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,0,30,0,0,0,0,0,35,800,5,,,255,0,0,0,0,0,0,0,0,1|14#70#3#10#60,0,0|100#30#1#4#30,,,,,
328,骨玉权杖,5,26,,,1,0,0,0,187,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,6,12,2,6,0,0,0,35,800,5,,,255,0,0,0,0,0,0,0,0,1|17#70#3#10#60,0,0|100#30#1#4#30,,,,,
329,龙纹剑,5,27,,,1,0,0,0,188,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,8,20,0,0,3,6,0,35,800,5,,,255,0,0,0,0,0,0,0,0,1|20#70#3#10#60,0,0|100#30#1#4#30,,,,,
330,屠龙,5,28,,,1,0,0,0,189,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,5,35,0,0,0,0,0,38,1000,5,,,255,0,0,0,0,0,0,0,0,1|14#70#5#15#60,0,0|100#30#1#4#30,,,,,
331,嗜魂法杖,5,29,,,1,0,0,0,190,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,6,13,2,8,0,0,0,38,1000,5,,,255,0,0,0,0,0,0,0,0,1|17#70#5#15#60,0,0|100#30#1#4#30,,,,,
332,怒斩,5,30,,,1,0,0,0,191,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,12,35,,,0,0,0,40,1200,5,,,255,0,0,0,0,0,0,0,0,1|14#70#7#20#60,0,0|100#30#1#4#30,,,,,
333,龙牙,5,31,,,1,0,0,0,192,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,10,18,3,6,0,0,0,40,1200,5,,,255,0,0,0,0,0,0,0,0,1|17#70#7#20#60,0,0|100#30#1#4#30,,,,,
334,逍遥扇,5,32,,,1,0,0,0,193,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,5,13,0,0,4,10,0,40,1200,5,,,255,0,0,0,0,0,0,0,0,1|20#70#7#20#60,0,0|100#30#1#4#30,,,,,
335,开天,5,33,,,1,0,0,0,194,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,10,40,0,0,0,0,0,43,1500,5,,,255,0,0,0,0,0,0,0,0,1|14#70#10#25#60,0,0|100#30#1#4#30,,,,,
336,镇天,5,34,,,1,0,0,0,195,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,7,25,5,12,0,0,0,43,1500,5,,,255,0,0,0,0,0,0,0,0,1|17#70#10#25#60,0,0|100#30#1#4#30,,,,,
337,玄天,5,35,,,1,0,0,0,196,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,8,31,0,0,5,12,0,43,1500,5,,,255,0,0,0,0,0,0,0,0,1|20#70#10#25#60,0,0|100#30#1#4#30,,,,,
338,赤血神剑,5,38,,,1,0,0,0,199,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,17,54,9,23,6,17,0,45,1500,5,,,255,0,0,0,0,0,0,0,0,1|14#70#15#30#60|17#70#15#30#60|20#70#15#30#60,0,0|100#30#1#4#30,,,,,
339,雷龙权杖,5,39,,,1,0,0,0,200,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,19,58,11,27,7,20,0,45,1500,5,,,255,0,0,0,0,0,0,0,0,1|14#70#18#35#60|17#70#18#35#60|20#70#18#35#60,0,0|100#30#1#4#30,,,,,
340,万毒扇,5,75,,,1,0,0,0,236,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,21,62,13,31,8,23,0,45,1500,5,,,255,0,0,0,0,0,0,0,0,1|14#70#21#40#60|17#70#21#40#60|20#70#21#40#60,0,0|100#30#1#4#30,,,,,
341,炎龙战刀,5,44,,,1,0,0,0,205,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,23,66,15,35,9,26,0,49,1500,5,,,255,0,0,0,0,0,0,0,0,1|14#70#24#45#60|17#70#24#45#60|20#70#24#45#60,0,0|100#30#1#4#30,,,,,
342,耀光,5,61,,,1,0,0,0,222,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,25,70,17,39,10,29,0,49,1500,5,,,255,0,0,0,0,0,0,0,0,1|14#70#27#50#60|17#70#27#50#60|20#70#27#50#60,0,0|100#30#1#4#30,,,,,
343,破坏之剑,5,64,,,1,0,0,0,225,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,27,74,19,43,11,32,0,49,1500,5,,,255,0,0,0,0,0,0,0,0,1|14#70#30#55#60|17#70#30#55#60|20#70#30#55#60,0,0|100#30#1#4#30,,,,,
344,凤羽扇,5,76,,,1,0,0,0,237,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,29,78,21,47,12,35,0,49,1500,5,,,255,0,0,0,0,0,0,0,0,1|14#70#30#55#60|17#70#30#55#60|20#70#30#55#60,0,0|100#30#1#4#30,,,,,
345,光辉法杖,5,79,,,1,0,0,0,240,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,31,82,23,51,13,38,0,49,1500,5,,,255,0,0,0,0,0,0,0,0,1|14#70#33#60#60|17#70#33#60#60|20#70#33#60#60,0,0|100#30#1#4#30,,,,,
346,冷锋刀,5,58,,,1,0,0,0,219,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,33,86,25,55,14,41,0,55,1500,5,,,255,0,0,0,0,0,0,0,0,1|14#70#36#65#60|17#70#36#65#60|20#70#36#65#60,0,0|100#30#1#4#30,,,,,
347,龙神剑,5,54,,,1,0,0,0,215,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,35,90,27,59,15,44,0,55,1500,5,,,255,0,0,0,0,0,0,0,0,1|14#70#39#70#60|17#70#39#70#60|20#70#39#70#60,0,0|100#30#1#4#30,,,,,
348,泣血剑,5,56,,,1,0,0,0,217,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,37,94,29,63,16,47,0,57,1500,5,,,255,0,0,0,0,0,0,0,0,1|14#70#42#75#60|17#70#42#75#60|20#70#42#75#60,0,0|100#30#1#4#30,,,,,
349,诛仙剑,5,63,,,1,0,0,0,224,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,39,98,31,67,17,50,0,57,1500,5,,,255,0,0,0,0,0,0,0,0,1|14#70#45#80#60|17#70#45#80#60|20#70#45#80#60,0,0|100#30#1#4#30,,,,,
350,圣皇法杖,5,78,,,1,0,0,0,239,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,41,102,33,71,18,53,0,61,1500,5,,,255,0,0,0,0,0,0,0,0,1|14#70#48#85#60|17#70#48#85#60|20#70#48#85#60,0,0|100#30#1#4#30,,,,,
351,诛仙扇,5,77,,,1,0,0,0,238,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,43,106,35,75,19,56,0,61,1500,5,,,255,0,0,0,0,0,0,0,0,1|14#70#51#90#60|17#70#51#90#60|20#70#51#90#60,0,0|100#30#1#4#30,,,,,
352,真红之剑,5,62,,,1,0,0,0,223,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,45,110,37,79,20,59,0,61,1500,5,,,255,0,0,0,0,0,0,0,0,1|14#70#54#95#60|17#70#54#95#60|20#70#54#95#60,0,0|100#30#1#4#30,,,,,
353,碧波剑,5,65,,,1,0,0,0,226,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,47,114,39,83,21,62,0,65,1500,5,,,255,0,0,0,0,0,0,0,0,1|14#70#57#100#60|17#70#57#100#60|20#70#57#100#60,0,0|100#30#1#4#30,,,,,
354,倚天剑,5,43,,,1,0,0,0,204,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,49,118,41,87,22,65,0,65,1500,5,,,255,0,0,0,0,0,0,0,0,1|14#70#60#105#60|17#70#60#105#60|20#70#60#105#60,0,0|100#30#1#4#30,,,,,
355,白虎之刃,5,37,,,1,0,0,0,198,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,51,122,43,91,23,68,0,65,1500,5,,,255,0,0,0,0,0,0,0,0,1|14#70#63#110#60|17#70#63#110#60|20#70#63#110#60,0,0|100#30#1#4#30,,,,,
356,火龙神剑,5,36,,,1,0,0,0,197,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,53,126,45,95,24,71,0,67,1500,5,,,255,0,0,0,0,0,0,0,0,1|14#70#66#115#60|17#70#66#115#60|20#70#66#115#60,0,0|100#30#1#4#30,,,,,
357,王者之刃,5,40,,,1,0,0,0,201,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,55,130,0,0,0,0,0,69,1500,5,,,255,0,0,0,0,0,0,0,0,1|14#70#69#120#60,0,0|100#30#1#4#30,,,,,
358,王者法杖,5,41,,,1,0,0,0,202,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,0,0,50,103,0,0,0,69,1500,5,,,255,0,0,0,0,0,0,0,0,1|17#70#69#120#60,0,0|100#30#1#4#30,,,,,
359,王者之剑,5,42,,,1,0,0,0,203,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,0,0,0,0,45,88,0,69,1500,5,,,255,0,0,0,0,0,0,0,0,1|20#70#69#120#60,0,0|100#30#1#4#30,,,,,
360,金牛战斧,5,45,,,1,0,0,0,206,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,59,138,0,0,0,0,0,71,1500,5,,,255,0,0,0,0,0,0,0,0,1|14#70#72#125#60,0,0|100#30#1#4#30,,,,,
361,金牛法杖,5,46,,,1,0,0,0,207,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,0,0,55,111,51,96,0,71,1500,5,,,255,0,0,0,0,0,0,0,0,1|17#70#75#130#60|20#70#75#130#60,0,0|100#30#1#4#30,,,,,
362,主宰神剑,5,47,,,1,0,0,0,208,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,63,158,62,138,57,126,0,75,1500,5,,,255,0,0,0,0,0,0,0,0,1|14#70#78#135#60|17#70#78#135#60|20#70#78#135#60,0,0|100#30#1#4#30,,,,,
363,传奇神剑,5,48,,,1,0,0,0,209,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,72,169,0,0,0,0,0,77,1500,5,,,255,0,0,0,0,0,0,0,0,1|14#70#81#140#60,0,0|100#30#1#4#30,,,,,
364,传奇法杖,5,49,,,1,0,0,0,210,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,0,0,73,158,0,0,0,77,1500,5,,,255,0,0,0,0,0,0,0,0,1|17#70#81#140#60,0,0|100#30#1#4#30,,,,,
365,传奇宝扇,5,50,,,1,0,0,0,211,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,0,0,0,0,69,146,0,77,1500,5,,,255,0,0,0,0,0,0,0,0,1|20#70#81#140#60,0,0|100#30#1#4#30,,,,,
366,皓月神剑,5,51,,,1,0,0,0,212,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,86,188,0,0,0,0,0,81,1500,5,,,255,0,0,0,0,0,0,0,0,1|14#70#84#145#60,0,0|100#30#1#4#30,,,,,
367,皓月法杖,5,52,,,1,0,0,0,213,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,0,0,82,177,0,0,0,81,1500,5,,,255,0,0,0,0,0,0,0,0,1|17#70#84#145#60,0,0|100#30#1#4#30,,,,,
368,皓月宝扇,5,53,,,1,0,0,0,214,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,0,0,0,0,78,169,0,81,1500,5,,,255,0,0,0,0,0,0,0,0,1|20#70#84#145#60,0,0|100#30#1#4#30,,,,,
369,热血之刃,5,55,,,1,0,0,0,216,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,98,208,99,198,96,188,0,85,1500,5,,,255,0,0,0,0,0,0,0,0,1|14#70#87#150#60|17#70#87#150#60|20#70#87#150#60,0,0|100#30#1#4#30,,,,,
370,大明龙雀,5,57,,,1,0,0,0,218,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,118,238,122,242,106,222,0,88,1500,5,,,255,0,0,0,0,0,0,0,0,1|14#70#90#160#60|17#70#90#160#60|20#70#90#165#60,0,0|100#30#1#4#30,,,,,
371,赤明天帝,5,60,,,1,0,0,0,221,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,138,268,145,286,116,256,0,91,1500,5,,,255,0,0,0,0,0,0,0,0,1|14#70#93#170#60|17#70#93#170#60|20#70#93#170#60,0,0|100#30#1#4#30,,,,,
372,不动明王,5,59,,,1,0,0,0,220,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,158,298,168,330,126,290,0,95,1500,5,,,255,0,0,0,0,0,0,0,0,1|14#70#96#180#60|17#70#96#180#60|20#70#96#180#60,0,0|100#30#1#4#30,,,,,
373,黄金裁决,5,67,,,1,0,0,0,228,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,188,338,0,0,0,0,0,97,1500,5,,,255,0,0,0,0,0,0,0,0,1|14#70#110#210#60,0,0|100#30#1#4#30,,,,,
374,黄金噬魂,5,68,,,1,0,0,0,229,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,0,0,196,368,0,0,0,97,1500,5,,,255,0,0,0,0,0,0,0,0,1|17#70#110#210#60,0,0|100#30#1#4#30,,,,,
375,黄金逍遥扇,5,69,,,1,0,0,0,230,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,0,0,0,0,166,318,0,97,1500,5,,,255,0,0,0,0,0,0,0,0,1|20#70#110#210#60,0,0|100#30#1#4#30,,,,,
376,黄金屠龙,5,70,,,1,0,0,0,231,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,228,378,0,0,0,0,0,97,1500,5,,,255,0,0,0,0,0,0,0,0,1|14#70#130#280#60,0,0|100#30#1#4#30,,,,,
377,绿玉乾坤,5,71,,,1,0,0,0,232,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,0,0,238,398,0,0,0,97,1500,5,,,255,0,0,0,0,0,0,0,0,1|17#70#130#280#60,0,0|100#30#1#4#30,,,,,
378,紫金逍遥扇,5,66,,,1,0,0,0,227,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,0,0,0,0,199,366,0,97,1500,5,,,255,0,0,0,0,0,0,0,0,1|20#70#130#280#60,0,0|100#30#1#4#30,,,,,
379,绿玉裁决,5,72,,,1,0,0,0,233,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,288,488,0,0,0,0,0,99,1500,5,,,255,0,0,0,0,0,0,0,0,1|14#70#150#360#60,0,0|100#30#1#4#30,,,,,
380,绿玉屠龙,5,73,,,1,0,0,0,234,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,0,0,288,488,0,0,0,99,1500,5,,,255,0,0,0,0,0,0,0,0,1|17#70#150#360#60,0,0|100#30#1#4#30,,,,,
381,绿玉骨玉,5,74,,,1,0,0,0,235,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,0,0,0,0,288,488,0,99,1500,5,,,255,0,0,0,0,0,0,0,0,1|20#70#150#360#60,0,0|100#30#1#4#30,,,,,
382,~~~~~~~~~~~~~~~~~,0,0,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0
383,布衣(男),10,1,,,1,0,0,0,0,0,0,0,0,,,new-yifu.ogg,5000,0,2,0,2,0,0,0,0,0,0,0,1,20,100,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
384,布衣(女),11,1,,,1,0,0,0,1,0,0,0,0,,,new-yifu.ogg,5000,0,2,0,2,0,0,0,0,0,0,0,1,20,100,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
385,轻盔甲(男),10,2,,,1,0,0,0,2,0,0,0,0,,,new-yifu.ogg,5000,3,3,1,2,0,0,0,0,0,0,0,5,30,100,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
386,轻盔甲(女),11,2,,,1,0,0,0,3,0,0,0,0,,,new-yifu.ogg,5000,3,3,1,2,0,0,0,0,0,0,0,5,30,100,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
387,战神盔甲(男),10,3,,,1,0,0,0,4,0,0,0,0,,,new-yifu.ogg,5000,5,9,3,5,0,0,0,0,0,0,0,15,40,100,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
388,战神盔甲(女),11,3,,,1,0,0,0,5,0,0,0,0,,,new-yifu.ogg,5000,5,9,3,5,0,0,0,0,0,0,0,15,40,100,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
389,恶魔长袍(男),10,4,,,1,0,0,0,6,0,0,0,0,,,new-yifu.ogg,5000,4,7,3,4,0,0,1,4,0,0,0,15,40,100,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
390,恶魔长袍(女),11,4,,,1,0,0,0,7,0,0,0,0,,,new-yifu.ogg,5000,4,7,3,4,0,0,1,4,0,0,0,15,40,100,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
391,灵魂战衣(男),10,5,,,1,0,0,0,8,0,0,0,0,,,new-yifu.ogg,5000,4,7,3,4,0,0,0,0,1,4,0,15,40,100,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
392,灵魂战衣(女),11,5,,,1,0,0,0,9,0,0,0,0,,,new-yifu.ogg,5000,4,7,3,4,0,0,0,0,1,4,0,15,40,100,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
393,天魔神甲,10,6,,,1,0,0,0,10,0,0,0,0,,,new-yifu.ogg,5000,5,12,4,7,1,2,0,0,0,0,0,35,60,100,,,255,0,0,0,0,0,0,0,0,1|7#70#100#1000#60,0,0|100#30#1#4#30,,,,,
394,圣战宝甲,11,6,,,1,0,0,0,11,0,0,0,0,,,new-yifu.ogg,5000,5,12,4,7,1,2,0,0,0,0,0,35,60,100,,,255,0,0,0,0,0,0,0,0,1|7#70#100#1000#60,0,0|100#30#1#4#30,,,,,
395,法神魔袍,10,7,,,1,0,0,0,12,0,0,0,0,,,new-yifu.ogg,5000,4,9,4,6,0,0,2,5,0,0,0,35,60,100,,,255,0,0,0,0,0,0,0,0,1|7#70#100#1000#60,0,0|100#30#1#4#30,,,,,
396,霓裳羽衣,11,7,,,1,0,0,0,13,0,0,0,0,,,new-yifu.ogg,5000,4,9,4,6,0,0,2,5,0,0,0,35,60,100,,,255,0,0,0,0,0,0,0,0,1|7#70#100#1000#60,0,0|100#30#1#4#30,,,,,
397,天尊道袍,10,8,,,1,0,0,0,14,0,0,0,0,,,new-yifu.ogg,5000,4,9,4,6,0,0,0,0,2,5,0,35,60,100,,,255,0,0,0,0,0,0,0,0,1|7#70#100#1000#60,0,0|100#30#1#4#30,,,,,
398,天尊道衣,11,8,,,1,0,0,0,15,0,0,0,0,,,new-yifu.ogg,5000,4,9,4,6,0,0,0,0,2,5,0,35,60,100,,,255,0,0,0,0,0,0,0,0,1|7#70#100#1000#60,0,0|100#30#1#4#30,,,,,
399,凤天魔甲,10,11,,,1,0,0,0,24,0,0,0,0,,,new-yifu.ogg,5000,6,13,5,8,1,3,0,0,0,0,0,40,70,100,,,255,0,0,0,0,0,0,0,0,1|7#70#300#1500#60,0,0|100#30#1#4#30,,,,,
400,凰天魔衣,11,11,,,1,0,0,0,25,0,0,0,0,,,new-yifu.ogg,5000,6,13,5,8,1,3,0,0,0,0,0,40,70,100,,,255,0,0,0,0,0,0,0,0,1|7#70#300#1500#60,0,0|100#30#1#4#30,,,,,
401,炎龙战甲,10,12,,,1,0,0,0,26,0,0,0,0,,,new-yifu.ogg,5000,7,15,6,9,1,4,3,6,3,6,0,42,80,100,,,255,0,0,0,0,0,0,0,0,1|7#70#500#2000#60,0,0|100#30#1#4#30,,,,,
402,炎龙战衣,11,12,,,1,0,0,0,27,0,0,0,0,,,new-yifu.ogg,5000,7,15,6,9,1,4,3,6,3,3,0,42,80,100,,,255,0,0,0,0,0,0,0,0,1|7#70#500#2000#60,0,0|100#30#1#4#30,,,,,
403,雷龙法袍,10,13,,,1,0,0,0,28,0,0,0,0,,,new-yifu.ogg,5000,5,10,5,10,0,0,4,7,0,0,0,42,80,100,,,255,0,0,0,0,0,0,0,0,1|7#70#500#2000#60,0,0|100#30#1#4#30,,,,,
404,雷龙法衣,11,13,,,1,0,0,0,29,0,0,0,0,,,new-yifu.ogg,5000,5,10,5,10,0,0,4,7,0,0,0,42,80,100,,,255,0,0,0,0,0,0,0,0,1|7#70#500#2000#60,0,0|100#30#1#4#30,,,,,
405,青龙道袍,10,14,,,1,0,0,0,30,0,0,0,0,,,new-yifu.ogg,5000,5,10,5,10,0,0,0,0,4,7,0,42,80,100,,,255,0,0,0,0,0,0,0,0,1|7#70#500#2000#60,0,0|100#30#1#4#30,,,,,
406,青龙道衣,11,14,,,1,0,0,0,31,0,0,0,0,,,new-yifu.ogg,5000,5,10,5,10,0,0,0,0,4,7,0,42,80,100,,,255,0,0,0,0,0,0,0,0,1|7#70#500#2000#60,0,0|100#30#1#4#30,,,,,
407,虎啸战甲,10,18,,,1,0,0,0,38,0,0,0,0,,,new-yifu.ogg,5000,10,18,7,12,2,5,0,0,0,0,0,45,100,100,,,255,0,0,0,0,0,0,0,0,1|7#70#800#3000#60,0,0|100#30#1#4#30,,,,,
408,虎啸战衣,11,18,,,1,0,0,0,39,0,0,0,0,,,new-yifu.ogg,5000,10,18,7,12,2,5,0,0,0,0,0,45,100,100,,,255,0,0,0,0,0,0,0,0,1|7#70#800#3000#60,0,0|100#30#1#4#30,,,,,
409,聚魔法袍,10,18,,,1,0,0,0,38,0,0,0,0,,,new-yifu.ogg,5000,8,14,8,13,0,0,5,8,0,0,0,45,100,100,,,255,0,0,0,0,0,0,0,0,1|7#70#800#3000#60,0,0|100#30#1#4#30,,,,,
410,聚魔法衣,11,18,,,1,0,0,0,39,0,0,0,0,,,new-yifu.ogg,5000,8,14,8,13,0,0,5,8,0,0,0,45,100,100,,,255,0,0,0,0,0,0,0,0,1|7#70#800#3000#60,0,0|100#30#1#4#30,,,,,
411,暗咒道袍,10,18,,,1,0,0,0,38,0,0,0,0,,,new-yifu.ogg,5000,8,14,8,13,0,0,0,0,5,8,0,45,100,100,,,255,0,0,0,0,0,0,0,0,1|7#70#800#3000#60,0,0|100#30#1#4#30,,,,,
412,暗咒道衣,11,18,,,1,0,0,0,39,0,0,0,0,,,new-yifu.ogg,5000,8,14,8,13,0,0,0,0,5,8,0,45,100,100,,,255,0,0,0,0,0,0,0,0,1|7#70#800#3000#60,0,0|100#30#1#4#30,,,,,
413,狂雷战甲,10,15,,,1,0,0,0,32,0,0,0,0,,,new-yifu.ogg,5000,15,23,10,15,3,7,0,0,0,0,0,48,120,100,,,255,0,0,0,0,0,0,0,0,1|7#70#1200#4000#60,0,0|100#30#1#4#30,,,,,
414,狂雷战衣,11,15,,,1,0,0,0,33,0,0,0,0,,,new-yifu.ogg,5000,15,23,10,15,3,7,0,0,0,0,0,48,120,100,,,255,0,0,0,0,0,0,0,0,1|7#70#1200#4000#60,0,0|100#30#1#4#30,,,,,
415,逆火法袍,10,16,,,1,0,0,0,34,0,0,0,0,,,new-yifu.ogg,5000,10,17,10,16,0,0,7,10,0,0,0,48,120,100,,,255,0,0,0,0,0,0,0,0,1|7#70#1200#4000#60,0,0|100#30#1#4#30,,,,,
416,逆火法衣,11,16,,,1,0,0,0,35,0,0,0,0,,,new-yifu.ogg,5000,10,17,10,16,0,0,7,10,0,0,0,48,120,100,,,255,0,0,0,0,0,0,0,0,1|7#70#1200#4000#60,0,0|100#30#1#4#30,,,,,
417,通云道袍,10,17,,,1,0,0,0,36,0,0,0,0,,,new-yifu.ogg,5000,10,17,10,16,0,0,0,0,7,10,0,48,120,100,,,255,0,0,0,0,0,0,0,0,1|7#70#1200#4000#60,0,0|100#30#1#4#30,,,,,
418,通云道衣,11,17,,,1,0,0,0,37,0,0,0,0,,,new-yifu.ogg,5000,10,17,10,16,0,0,0,0,7,10,0,48,120,100,,,255,0,0,0,0,0,0,0,0,1|7#70#1200#4000#60,0,0|100#30#1#4#30,,,,,
419,雷霆战甲,10,9,,,1,1,0,0,16,0,0,0,0,,,new-yifu.ogg,5000,21,32,12,21,5,11,0,0,0,0,0,53,140,100,,,255,0,0,0,0,0,0,0,0,1|7#70#1500#5000#60,0,0|100#30#1#4#30,,,,,
420,雷霆战衣,11,9,,,1,1,0,0,17,0,0,0,0,,,new-yifu.ogg,5000,21,32,12,21,5,11,0,0,0,0,0,53,140,100,,,255,0,0,0,0,0,0,0,0,1|7#70#1500#5000#60,0,0|100#30#1#4#30,,,,,
421,烈焰魔袍,10,9,,,1,2,0,0,18,0,0,0,0,,,new-yifu.ogg,5000,19,28,15,27,0,0,10,18,0,0,0,53,140,100,,,255,0,0,0,0,0,0,0,0,1|7#70#1500#5000#60,0,0|100#30#1#4#30,,,,,
422,烈焰魔衣,11,9,,,1,2,0,0,19,0,0,0,0,,,new-yifu.ogg,5000,19,28,15,27,0,0,10,18,0,0,0,53,140,100,,,255,0,0,0,0,0,0,0,0,1|7#70#1500#5000#60,0,0|100#30#1#4#30,,,,,
423,光芒道袍,10,9,,,1,3,0,0,20,0,0,0,0,,,new-yifu.ogg,5000,19,28,15,27,0,0,0,0,10,18,0,53,140,100,,,255,0,0,0,0,0,0,0,0,1|7#70#1500#5000#60,0,0|100#30#1#4#30,,,,,
424,光芒道衣,11,9,,,1,3,0,0,21,0,0,0,0,,,new-yifu.ogg,5000,19,28,15,27,0,0,0,0,10,18,0,53,140,100,,,255,0,0,0,0,0,0,0,0,1|7#70#1500#5000#60,0,0|100#30#1#4#30,,,,,
425,火龙战甲,10,10,,,1,5,0,0,22,0,0,0,0,,,new-yifu.ogg,5000,28,37,13,24,6,15,0,0,0,0,0,60,160,100,,,255,0,0,0,0,0,0,0,0,1|7#70#1800#6000#60,0,0|100#30#1#4#30,,,,,
426,火龙战衣,11,10,,,1,5,0,0,23,0,0,0,0,,,new-yifu.ogg,5000,28,37,13,24,6,15,0,0,0,0,0,60,160,100,,,255,0,0,0,0,0,0,0,0,1|7#70#1800#6000#60,0,0|100#30#1#4#30,,,,,
427,火龙魔袍,10,10,,,1,5,0,0,22,0,0,0,0,,,new-yifu.ogg,5000,24,33,18,31,0,0,15,27,0,0,0,60,160,100,,,255,0,0,0,0,0,0,0,0,1|7#70#1800#6000#60,0,0|100#30#1#4#30,,,,,
428,火龙魔衣,11,10,,,1,5,0,0,23,0,0,0,0,,,new-yifu.ogg,5000,24,33,18,31,0,0,15,27,0,0,0,60,160,100,,,255,0,0,0,0,0,0,0,0,1|7#70#1800#6000#60,0,0|100#30#1#4#30,,,,,
429,火龙道袍,10,10,,,1,5,0,0,22,0,0,0,0,,,new-yifu.ogg,5000,24,33,18,31,0,0,0,0,15,27,0,60,160,100,,,255,0,0,0,0,0,0,0,0,1|7#70#1800#6000#60,0,0|100#30#1#4#30,,,,,
430,火龙道衣,11,10,,,1,5,0,0,23,0,0,0,0,,,new-yifu.ogg,5000,24,33,18,31,0,0,0,0,15,27,0,60,160,100,,,255,0,0,0,0,0,0,0,0,1|7#70#1800#6000#60,0,0|100#30#1#4#30,,,,,
